hotel_name,rating,review_content
marino-beach-colombo, 2.5 ,"Deducted full amount from the credit card and blocked another amount and kept it without releasing , had to call the hotel more than 10 times , every time they apologise and promise to call back but never called back Staff is not very customer focus and trained"
marino-beach-colombo, 6.7 ,The room was really clean and tidy and all the staff I dealt with were really kind and helpful. Power outage at 1am and 2am making the room very uncomfortable. Not able to adjust my climate control below 24 degrees. No bar next to the pool either. Also the construction noises were a bit much. Why I couldn't have been put in a room away from it all I don't know.
marino-beach-colombo, 7.1 ,"The staff was really nice.   The hotel provided small classy details like a body scrub brush, slipper, robes, toothbrush and toiletries.    Had good international cable choices.   There was great views of the ocean.     It was close to everything. It seemed like it just opened and needed some finishing touches.    Like the big dark useless room with chairs and tables too uncomfortable to be in that is part of the lobby.   Needs some lighting.  It lessened the luxury feel of the place.  Also, when I arrived, I was put in a room that had construction outside.   I asked for another room and it was no problem and I was moved.   But my first thought was why did they put me in a room next to construction if there were others available."
marino-beach-colombo, 7.5 ,"Location, venue, facilities and room very clean with all the furnitures so new! I’ve been called at 5am to my direct room phone and force to wake up just to pay 5$ for a room service.
Crazy ones!
They really apologize for this happening and offered me a free of charge late check out."
marino-beach-colombo, 7.1 ,"comfortable beds Spartan lobby. Rooms on 3rd floor to be avoided as they adjoin a terrace that's littered with cigarette buttsVery slow with Check in"
yala-village, 7.1 ,Location within national park. Excellent WiFi even in the chalet.  Breakfast and A la Carte were excellent.  Happy to accommodate late check out. Shower in our chalet was lovely. Extra bed for our daughter wasn’t made up for our arrival.   The bed was left outside on the veranda and we had to ask for it to be made up for our daughter.  Unfortunately this didn’t give us the 5 star feel that we were anticipating.
yala-village, 6.2 ,We had a take away breakfast that we took on the safari Too much security.  Feel like a prisoner.
yala-village, 6.7 ,"The resort is located within Yala park, beautifully surrounded by the ocean, the jungle and a waterhole where crocs, buffalos and wild boars hang out. The facilities are nice and clean, the room is simple but beautiful , the bed is comfortable, shower is great, and the pool area is perfect. Everything you should expect from such an expensive place. However I still DO NOT RECOMMEND to stay at this place.  When we looked at the reviews and pictures, we were really excited to come to Cinnamon Wild, however from the moment we tried to be in contact with the hotel, our excitement faded. We tried several times to contact the hotel, via booking.com and via phone calls, no one ever replied to our messages and the staff we got on the phone wasn’t helpful at all, and gave us a phone number that doesn’t work. It’s only when we called the head office a second time that we finally got someone who was helpful and gave us a real phone number. We had to contact the booking.com customer service to get ahold of the hotel and someone finally got back to us on the day we arrived there, absolutely useless! The hotel is located far out of the main towns, within the vicinity of the park, but yet they didn’t help us at all to arrange a pick up to reach the hotel, nor gave us further directions. Once there, the front desk staff was absolutely useless, not friendly and clueless to our situation, when we mentioned we tried to contact them , their reaction was just a “oh”. We were expecting a much better treatment and attention for such a famous resort. The other thing that disappointed us was the food. Even though the menu looks good, the quality of the food is terrible!! Ingredients are not fresh at all, and the flavors are almost non existent, even the fruit juices taste bad.. again, for such a pricy  hotel, and a pricy menu, good quality and freshness is excepted. The last thing was the safari. We booked with the hotel as it is convenient and gives us peace of mind that we will get everything that we pay for. Know that the safaris booked via this hotel are double price than what you pay through an agency, which could be ok if we would get some extra quality service for the extra money we pay, but of course not! The only advantage is that you can walk to the Jeep waiting for you by the hotel, and that’s all."
yala-village, 6.7 ,"Excellent location right in Yala National Park with wildlife across the property  Not much option other than buffet for food
"
yala-village, 5.0 ,"Lovely looking over the lake in the evening Food was disgusting and hugely over priced, very unauthentic and really quite bad - for £10-15 a main course or £60 per couple to do the buffet. Feels like a hotel you are just waiting to do safari from - but if so you could spend a lot less to go somewhere with good food!Its really targetted at tour groups who are coming in for one night only."
yala-village, 6.2 ,"We booked packed breakfast to eat in Yala park but staff didn't tell me the price when I was booking.  We saw wild pig, crocdile, peacock in the hotel. The light in hotel is so dark, we couldn't find things in the luggage!"
yala-village, 7.1 ,The monkeys were great. Some wild life is present around. Convenient location. The breakfast was fulfilling. The manager agreed to refund the money overcharged. The rooms were too small. There was no life guard on the beach. There was no provision for swimming in the sea.
yala-village, 6.7 ,Child beds were not great condition  and no extra bedding provided unless requested. Bar food quality was basic and portions could be larger.
yala-village, 7.1 ,"Breakfast and dinner buffet was nice but overpriced After having a meal and drinks was told they would apply a discount to the bill for getting part of the order wrong but they didn’t when I questioned they made out I was lying, I never asked for any discount but it was offered so felt it should of been done"
yala-village, 7.1 ,We did not appreciate that the safari tour was the same price as in the high season. The majority of the park was closed. The 3 hour safari was consumed by 2hrs of driving time to the small part of the park that was open far from the resort. We appreciate that we chose this property during the parks closure time but for half the usual experience it should have been discounted.
yala-village, 6.7 ,"The rooftop bar made nice cocktails. Nothing more good to say about this hotel.... We got a “Beach chalet”, and you get the impression that the bungalow is on the Beach - it is not. But from our porch we had a glimse of the Ocean.
In our room the loft was painted over several places - it was obvious it was to hide the mold underneath it. 
The Safari in Yala is horrible - the only animal there is really present is - the Safari Jeeps. It is really horrible. We booked a whole-day Safari, but left the park before lunchtime. We felt sorry for the elefants, who seemed stressed out by so many cars... 
The food in this hotel was really horrible, and the breakfast boxes we got for the Safari - even worse.
"
yala-village, 4.6 ,"Close to jungle  Our experience was very disappointing.
We were surprised at how unhelpful the front desk staff were compared to everywhere else we have stayed in Sri Lanka. Weren’t at all interested in providing a good experience, merely fulfilling their basic role at the front desk. They acted like robots when you asked them a question...not the Sri Lankan charm we were used to! We were just a number to them.
We stayed in the Jungle Chalet and it was SO DARK. The only natural light in the room came from the front door. My husband asked if we could get an upgrade considering I was 20 weeks pregnant and it was a flat NO...even thou the hotel was very quiet, following the Easter bombing and Corona virus outbreak (this is something we’d already received twice at other hotels without asking). The rooms were really angular shapes which left hardly any room to actually get changed in, I wanted to spend as little time in this room as possible.
The restaurant way overpriced, because there are no other options nearby. The buffet for 1 person without drinks is equivalent to a dinner for 2 in any other nice restaurant in Sri Lanka with drinks, and quality is probably lower.
Staff in the restaurant were friendly and helpful as you’d expect.
The safari offered through the hotel was twice the price of local operators for effectively an identical experience. This felt like a very big tax on convenience, and another example of how guests are milked for as much money as possible rather than providing value for money.
A good example came at the end when we called the front desk to ask for help with the bags as we’d like to check out (paths are all gravel so suitcase wheels don’t work). A man appeared almost immediately, knocking on the door. Not to help, but to inspect the mini bar to make sure weren’t lying about having not taken anything. This was their priority throughout our stay.
Overall really not happy and I want to warn people as how this is rated so highly I don’t know! "
yala-village, 7.0 ,"You can't fault the room we had, the restaurant was excellent with a huge buffet selection for both breakfast and dinner. The pool area was good with plenty of room and a large pool. We were lucky to get all of the nights we stayed at a competitive D,B&B rate via Booking.com had we paid full price my opinion would probably be different! My biggest disappointment was the hotel grounds. The descriptions given suggest a far more open set up but in actual fact everywhere is surrounded by high bushes, the views are very limited and access to the lake area very limited too. The security guards won't let you put a foot outside the gates for safety reasons and yet hotel staff can be seen walking along both the main entrance route and the service road. The hotels insistence they walk you back to your room all adds to the fear they manage to instill in their guests. Yes, there are wild animals in the area but the likes of the Wild Boar are habituated will even respond when called and don't present any threat whatsoever, the Water Buffalo likewise have no interest in human contact. Yes, maybe an Elephant was recently in the hotel grounds but with all the staff that they have they would soon be able to change security arrangements for their guests. Safety should be a personal choice , great that escorts are available if requested but having experiences of much wilder locations than this I have no need of a minder.My other observation is on pricing. I daresay if you have paid full price to stay there you expect everything else to be a high price too. Once at the hotel though you are isolated from everywhere else and might have to rely on the hotel to provide services such as safari trips, taxis etc. OK, they charge R850 for a bottle of beer which is 400 more than anywhere else I have been so far but I don't have an issue with that. A full day safari was quoted at $280 for two people, immediately reduced by a 15% special offer when I told them I could do it for half that price.In actual fact I paid $100 for one arranged in Tissa, exactly the same vehicle, excellent guide and picked up at the hotel. Come on Cinnamon stop being greedy."
yala-village, 7.1 ,"The pool looking out over the lake, bordered by the ocean....wow!! Also, you can’t get any closer to Yalla Park. And the monkeys and wild boards all through the grounds are amazing.  The hotel and rooms need some serious love. And the staff clearly need some more care and reward towards better employee engagement. They work hard, and long shifts but seem exhausted. "
yala-village, 5.0 ,Location is in the wild and close to Yala park. Swimming pool is also okay. Lots not to like. It is ridiculously expensive for what you are getting. BBQ dinner at 100 USD and a bottle of wine at 65 USD. Food is pretty average compare to the rest of Sri Lanka. 
yala-village, 7.1 ,The staff is friendly  About booking hotel the hotel price is showed in the message why can't help me book in same price because I booked two room in different price the hotel not help for that
yala-village, 5.0 ,"Jungle chalets are very dated and secluded, I expressed my insecurity being a solo traveller and could I please limit my stay to 1 night as I was very afraid and was given the complete runaround. The manager promised to contact me within 2 days to negotiate a refund 5 days later I’m still  waiting. "
yala-village, 5.8 ,Proximity to the national park. The sofa in the reception and the chairs in the room were not comfortable.  The food was very disappointing compare to the other cinnamon hotels we have stayed at. Not enough seating capacity in the restaurant for all the in house guest. The room needs a revamp . The price they charge for food doesn't match amount and quality of food you get on your plate. We understand we were in the wild but dogs barking in the night was unacceptable.
yala-village, 6.7 ,Location  Undertrained staff!!! Cleanliness can be improved !
yala-village, 6.2 ,"Nice rooms. The idea of wild Buffalo and wild boar walking among the guests is very nice Beautiful place, nice rooms, so why am i rating it low? We ordered 2 triple rooms. They tried to put us in double rooms. After we demanded what we paid for they put us in two distant rooms. One for the kids and another for the parents. And they don't allow walking alone between rooms without an hotel escort. And they wont provide a flashlight for walking. And they won't provide an extra key so i can visit my kids at night. And they dont even have room to room calling. Out of 12 different hotels we visited in Sri Lanka, ranging from 40 to 400 $ a night, this was the worst night for us.And by the way, the restaurant is a smoking zone, and the crew wouldn't even ask smokers to move"
miridiya-lake-resort, 6.0 ,"We had nice rooms as we have requested.
They have a nice pool surrounded with huge trees. There were two of them in the reception but they didn't want to welcome their guests. After that a lady came from back office & welcomed us.  At the C/O time also she came to greet us. She is the GRE i guess. We were on H/B but foods were not tasty. "
miridiya-lake-resort, 10 ,I liked natural lake view & garden. Nothing 
miridiya-lake-resort, 5.0 ,I liked the garden so much. It was big garden. I didn’t like the room. I didn’t like the food. Didn’t have the spread. Food was ran out.
miridiya-lake-resort, 4.0 ,"The location was beautiful.Staff was very friendly.Even after all those complains they tried to their best to satisfy us.Breakfast and lunch was good.Also i think the pool wasnt cleaned well because me and my wife started iching after a swim. I didnt get the room that i booked through booking.com
Room was not clean at all.
They gave me a better room after my complain.
Beds and pillows were very dirty.
"
miridiya-lake-resort, 10 ,Excellent stay worth for money friendly staff Excellent service from Mr.Salgado restaurant. Ms Wattala front office Manager service was excellent very caring and gave good hospitality. Variety in Buffet
miridiya-lake-resort, 6.0 ,Breakfast not bad. staff of the recipient and staff of the resturant were very familiar. Visiters lobby must be renewable
miridiya-lake-resort, 5.0 ,Ok
miridiya-lake-resort, 6.0 ,Pleasant
miridiya-lake-resort, 10 ,Everything was exceptional. They arranged us early check in as we had to arrive early with children. They arranged baby cot for us. Food was great. Pool was clean. Would like to travel back.
miridiya-lake-resort, 3.0 ,"Breakfast was good. Rooms were smelly and bathrooms were not well cleaned.Showers,taps were covered with some material.TV,phone were not working.Outside the room there were empty plates even when we checked in.Hotel weiters were not well trained.Overall it is not worthy."
miridiya-lake-resort, 5.0 ,Staff was friendly. The garden is charming and beautiful.  Bathroom was with a horrible smell.
miridiya-lake-resort, 10 ,"Almost i like Excellent  service  and staff was very friendly  and attentive..amazing  service 
Delicious foods and clean rooms
Fantastic "
miridiya-lake-resort, 6.0 ,"Limited Number of Items , they only forces local people,"
miridiya-lake-resort, 10 ,Good foods.comfortable rooms.friendly staff.excellent service ... Not bed...everythings best...
miridiya-lake-resort, 6.0 ,- -
miridiya-lake-resort, 10 ,"Overall the stay was goodTo improve on Breakfast variety.This time I went with friends they delayed by 3 hours to give the room They should told in advance that the room will be ready only by 3.30"
miridiya-lake-resort, 3.0 ,"Nothing Room and bathroom was very dirty. Lot of flies in room, in dutbins, there were some remaining foods. I ask large bed for me and my wofe, but they gave two aingles beds together with two single metress, and it was very discomfort. they have cheked the minibar when the bilking, but we firget some our drinks in the feidge, they didn't give it to us. In my booking, they mention there is a balcony, but there was not. "
miridiya-lake-resort, 10 ,"The property and the staff hospitalityMs.Watsala service was good Nothing"
miridiya-lake-resort, 4.0 ,Milk rice without salt...chicken curry waterly Battered pork is usless...elderly cheff mixed other orders...in front of my room litter along with used plates cups were there during my stay...not removed.
miridiya-lake-resort, 5.0 ,"Environment is great
Working staff also user friendly and supportive 
 Room was good maintenance poor. 
Front was broken room 149
TV not working room 132
Food should improve no seafood items for breakfast 
"
the-oasis-ayurveda-resort, 10 ,"My girlfriend and i really enjoyed our stay at the Oasis. It has really beautiful surroundings with a nice garden, great pool, and a really nice and secluded beach a few hundred meters away. The staff is extremely helpful and friendly."
the-oasis-ayurveda-resort, 6.2 ,fabulous envirement massage is not be available always
the-oasis-ayurveda-resort, 8.0 ,"Superb breakfast in a healthy manner and the location is very relaxing People who visit to the beach from the nearby village (as I heard) litter around the beach. Hence, it's necessary to take an immediate action  on this"
the-oasis-ayurveda-resort, 7.1 ,The food when requested was done excellently. The staff was very friendly and courteous. The resort made us feel safe and comfortable. The staff was very friendly And. caring. The staff was prompt when any request was made.
the-oasis-ayurveda-resort, 7.1 ,"Room Service.
Food."
the-oasis-ayurveda-resort, 5.8 ,The location The food
the-oasis-ayurveda-resort, 7.9 ,
the-oasis-ayurveda-resort, 3.8 ,
the-oasis-ayurveda-resort, 8.0 ,There are no comments available for this review
the-oasis-ayurveda-resort, 9.0 ,There are no comments available for this review
shangri-la-colombo, 7.9 ,"New hotel in the heart of the city. Walking distance to the main street. Rooms are very clean, very comfortable beds, beautiful view, great room service, can enjoy quiet stay. Very hospitable and friendly reception, allowed us to check out later in the day free of charge. At times it felt that there is not enough staff to cater all the guests. Whilst staff at the reception was very hospitable, can't say that about all the employees. Morning buffet is very busy, defiantelly need more staff to cater for all the customers."
shangri-la-colombo, 9.2 ,Nice and clean.. the connected rooms where very luxury. I really enjoyed my stay. The restaurant is also nice. They don’t have offers for tourists trips around the town... not good in marketing their location.
shangri-la-colombo, 9.2 ,Well organised. Extremely clean.  We booked a two bed apartment which was expensive. But beautifully appointed rooms.
shangri-la-colombo, 10 ,"Everything was just perfect : room, staff, food, decor, ambiance and we r glad to say that having tried a few hotels in Colombo , all with their own disappointment, finally this hotel seems to be everything one  would expect from a high star hotel! I was particularly impressed at the friendliness and specially at the professionalism of the staff ."
shangri-la-colombo, 10 ,"Clean, very friendly staff, food and buffet"
shangri-la-colombo, 10 ,"Everything, the staff, the room, the food, the hotel. Attention to details. I frequent a lot of five star hotel but this one stood out.  No fresh coffee in room only instant was my only gripe as a fresh coffee addict. "
shangri-la-colombo, 7.0 ,"Confort, calm Feel like closed up in hotel"
shangri-la-colombo, 7.1 ,Good room good location
shangri-la-colombo, 7.5 ,"poor food, average facilities, average setting, small pool, not really what I have come to expect from Shangri La and at a premium cost"
shangri-la-colombo, 3.3 ,"It’s no worth to stay, when I asked fruit basket I had to wait for it over at my room 1 hour even I called reception 5times.
When I asked  to take room smell away I had to wait for it over 50min as well.
"
amaya-beach, 7.1 ,"I liked the location to the property. breakfast was good. Swimming pool was clean and good. No proper staff. No one picks up phone at reception. If you ask for something, you'll have to wait for very long time."
amaya-beach, 5.4 ,"Nicely decorated room and good location.  Enjoyed massage at the spa. Service & food in pool bar was poor. One Sandwich took over 40 minutes and tasted cheap. No-one checked back on us - the table was cleared by a flock of birds. Reported our concerns to the staff and they didn't seem to care.
Breakfast was below average for the quality of the hotel.
Please be aware that the price quoted on booking.com does not include tax."
amaya-beach, 6.7 ,Reasonable price. Spacious rooms. Good variety of food for lunch and dinner. Noisy. More adapted to young groups or families.
amaya-beach, 8.0 ,Good dinner and breakfast. Friendly staff. Wonderful location. Need more clean rooms. It’s better to add more food menu.
amaya-beach, 9.0 ,"Liked everything about the hotel. However, we couldn’t have a proper dip in the sea because of the corals and so on. But, the the sea was calm. Good for even little toddlers. We didn’t like the prices for lunch and dinner per head as we it is way too much for a local. It is just over Rs.4000/= per head!! If it was reasonable we would have taken both lunch and dinner at the hotel. There was a good place just 5 minutes walk from the hotel for both lunch and dinner and it was very reasonable."
amaya-beach, 8.0 ,"Excellent staff, very helpful and courteous. Food was great, lunch and dinner. Great location. Beautifully maintained. Beach was quite full of corals. Couldn’t go in the water because of it."
amaya-beach, 10 ,Good hospitality  Excellent staff and service...speciely reception and housekeeping 
amaya-beach, 10 ,"Location, Restaurent, and the Guest Rooms are very good. Wifi strengthbis little weeker."
amaya-beach, 8.3 ,They have given warm welcome when entering to hotel. Also rooms were clean and service was really good. Food is good and clean.  If there is way to come to hotel in good quality road it’s really appreciated. Add more variation to buffet. 
amaya-beach, 6.2 ,Good view 
ekho-ella-ella, 9.2 ,"The view from room..
The staff are very friendly 
B.F was very good  It was all perfect "
ekho-ella-ella, 9.6 ,"Central location is brilliant, its a lot more expensive then most places around Ella, but I guess thats the cost for a bit of comfort. Staff were great. Breakfast was ok... definitely expected much better at this price point. Recommend accommodation provide more authentic Sri Lanka options. Do a cooking class at The Kitchen Garden Ella Restaurant & Cooking classes, NOW thats good food! Perhaps hire this lady as your chef."
ekho-ella-ella, 10 ,"Amazing view and location, great staff very helpful and friendly"
ekho-ella-ella, 10 ,"Breakfast was incredible, made even better by the view. The staff were superb and catered to every need. A special mention is to Anupa (the manager I believe), he was absolutely superb and provided probably the best service we've ever had. The location is absolutely perfect, close proximity to the strip but just far enough away to be quiet and peaceful. Also very close to access the main hikes, Little Adams Peak and Ella Rock. We actually got engaged during our time there and EKHO Ella made it even more special. Thanks again. Nothing."
ekho-ella-ella, 9.6 ,Magnificent view 
ekho-ella-ella, 8.3 ,"The view is wonderful, the service is excellent and the room very quite. It is not far from the city The jacuzzi that we saw on the picture was small and closed.The hotel is closed to the road and in the early morning it is a little bite noisy"
ekho-ella-ella, 10 ,view!!!!
ekho-ella-ella, 10 ,Nice location perfect for relaxation. No comments
ekho-ella-ella, 7.9 ,"Beautiful Mountain View from the hotel. Lovely sunsets, and peaceful beautiful view for tea and breakfast. Walking distance to the restaurants."
ekho-ella-ella, 8.3 ,Location was awesome! Electricity went off in the middle of the night twice and it disturbed my sleep. 
anantara-tangalle-peace-haven-resort-amp-spa, 6.2 ,"Staff - thanks to Preshan. Little to do location wise, gym was average for a resort of this size and overall cost didn't compare to the service and experience.  We have stayed at much better resorts for a 1/3 of the price."
anantara-tangalle-peace-haven-resort-amp-spa, 6.2 ,"Scenery, nice villa Overpriced "
anantara-tangalle-peace-haven-resort-amp-spa, 9.0 ,"Excellent Ayurvedic treatments in the spa and the room attendant was incredibly helpful throughout my stay! It’s time for some upgrades on things like lounge chairs, towels, etc."
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"Extremely friendly staff 
Breathtaking views 
Great food  Distance from Colombo airport "
anantara-tangalle-peace-haven-resort-amp-spa, 8.0 ,"Location is stunning. Beautiful beach with all that you could want for a restful, getaway from it all stay. The staff are incredible, their main aim is to meet guests needs and to ensure that each guest feels ‘special’. ‘The only downside for us is that it is isolated. There is nothing but the hotel. Wonderful for a few nights, perhaps a week to totally unwind. The rooms are spacious but do need updating with more modern touches   , particularly the bathrooms. Lighting and mirrors that have demister properties  would be useful. Bedroom furniture is clunky and needs to be of better quality."
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,Amazing staff! Fabulous location! Great food!  The beach is not for swimming but if you walk a little further to the next beach you can swim there. Other than this we could not fault the hotel. 
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"Everything was amazing, the staff are awesome and the food is tasty 
Thanks for the amazing service:)"
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"The fabulous beachfront location, the staff and the breakfasts.  The  2 A La Carte restaurants took it in turns to open as it was still low season. "
anantara-tangalle-peace-haven-resort-amp-spa, 10 ,"Everthing was perfect, highly recommended"
anantara-tangalle-peace-haven-resort-amp-spa, 9.6 ,"Huge territory with all the necessary facilities - spa, tennis courts, different restaurants, swimming pools and etc.  Staff behave as it is not 5* hotel in certain situations, miscommunication between them"
weligama-bay-marriott-resort-spa, 10 ,"Excellent selection of food. The room was spacious, clean and comfortable. The staff were friendly and welcoming."
weligama-bay-marriott-resort-spa, 10 ,Location is amazing  Nothing
weligama-bay-marriott-resort-spa, 9.6 ,"Breakfast spread was great as were the onsite restaurants, staff was attentive and polite throughout, fantastic view from the rooms, located close enough to the main section of the beach yet isolated enough for peace and quiet The lack of flexibility in waiving (even partially) of my unused final night's stay that was requested before check-in was a little disappointing"
weligama-bay-marriott-resort-spa, 10 ,"Got treated by the head chef to some crab curry, amazing. Got upgraded to the 9th floor which have us an amazing view of the bay. The entrance lobby is also gorgeous. The dining area could sometimes be a bit loud."
weligama-bay-marriott-resort-spa, 10 ,service good not excellent
weligama-bay-marriott-resort-spa, 10 ,"I loved everything, the amazing stuff, food, rooms.
The kindness and sensetivity of the stuff to the guests and their needs."
weligama-bay-marriott-resort-spa, 8.3 ,"The location and friendly staff who were trying their best to be helpful and courteous ! The food ! Selection in the dinning area  was not what I expected ! 
The selection and quality of the food offered for room service was actually better !"
weligama-bay-marriott-resort-spa, 10 ,The staff was extremely helpful and very kind The balcony would have been better.
weligama-bay-marriott-resort-spa, 9.6 ,"The buffet and kids play area was great.Service and support from the staff was awesome. Special thanks to Bhagyashree, Chef Sourabh and Chef Isuru for making the stay memorable Didn't enjoy my meal at the Big Fish. The only let down in an otherwise great stay"
weligama-bay-marriott-resort-spa, 10 ,"Fantastic view from the upper floorsDeliciously coocked fish at dinner in the restauranttip: Sparkling is waaaay overpricedNice breakfast in the room - everything that you would needOverall - Fantastic stay!"
golden-pearl-tangalle-beach, 10 ,"New hotel with very nice, clean, spacious rooms - right on the beach. The staff were friendly and helpful, and it was easy to get into town from there, or to walk along the beach. Only real let down - breakfast spread was decent, but all COLD - cold beans and cold hash browns are not enticing. They desperately need some food warmers - should be an extremely easy fix - other than that a great stay"
golden-pearl-tangalle-beach, 8.3 ,"# The bed was great, we never slept that well during the whole Sri Lanka trip
# Fantastic new and silent AC in the room 
# Free beach towels and sunbeds for the beach
# Fresh and really nice breakfast that offers something new every morning 
# Very sweet and friendly staff 
# Close to the main top eateries in the village (check TripAdvisor ;)
 # We stayed 4 nights but the minibar has not been restocked once (even though we took some stuff on the first night; the spots just remained empty).
# There's coffee in the room but no spoons.
# No bathrobe and slippers in the room as advertised. 
# Bathroom smelled of sewage. 
# What bewildered us the most was that even though they seem to have a well equipped restaurant and bar, you wouldn't know about it. There's no menu in the room. There are bars left and right at the beach where you can get stuff but the hotel's own bar doesn't seem to care to offer anything to their guests. That's so sad, they have so much to offer! 
# The beach bar next to the hotel's beach is a great spot for drinks and snacks but plays awful music all day long at high volume, no escape. Also, dogs everywhere. But of course that's true for beaches everywhere in these parts."
